༄༅། །​ཞིབ་མོ་རྣམ་པར་འཐག་པ་ཞེས་བྱ་བའི་མདོ།༄༅། །​རྒྱ་གར་སྐད་དུ། བཻ་ད་ལྱཾ་སཱུ་ཏྲ་ནཱ་མ_13_,༄༅། །​ཞིབ་མོ་རྣམ་པར་འཐག་པ་ཞེས་བྱ་བའི་མདོ།༄༅། །​རྒྱ་གར་སྐད་དུ། བཻ་ད་ལྱཾ་སཱུ་ཏྲ་ནཱ་མ_13_,༄༅། །​ཞིབ་མོ་རྣམ་པར་འཐག་པ་ཞེས་བྱ་བའི་མདོ།༄༅། །​རྒྱ་གར་སྐད་དུ། བེ་ད་ལྱ་སཱུ་ཏྲ་ནཱ་མ_13_,༄༅། །​ཞིབ་མོ་རྣམ་པར་འཐག་པ་ཞེས་བྱ་བའི་མདོ།༄༅། །​རྒྱ་གར་སྐད་དུ། བེ་ད་ལྱ་སཱུ་ཏྲ་ནཱ་མ_13_,[༄༅། །​རྒྱ་གར་སྐད་དུ། བཻ་ད་ལྱཾ་སཱུ་ཏྲ་ནཱ་མ_26_],༅། །​རྒྱ་གར་སྐད་དུ། བཻ་ད་ལྱཾ་སཱུ་ཏྲ་ནཱ་མ_6_,༄༅། །​ཞིབ་མོ་རྣམ་པར་འཐག་པ་ཞེས་བྱ་བའི་མདོ་བཞུགས་སོ། །​ རྒྱ་གར་སྐད་དུ། བཻ་ད་ལྱཾ་སཱུ་ཏྲ་ནཱ་མ_13_,༄༅། །​རྒྱ་གར་སྐད་དུ། བཻ་ད་ལྱཾ་སཱུ་ཏྲ་ནཱ་མ_26_,༄༅། །​ཞིབ་མོ་རྣམ་པར་འཐག་པ་ཞེས་བྱ་བའི་མདོ་བཞུགས་སོ། །​ རྒྱ་གར་སྐད་དུ། བཻ་ད་ལྱཾ་སཱུ་ཏྲ་ནཱ་མ_13_,རྒྱ་གར་སྐད་དུ། བཻ་ད་ལྱཾ་སཱུ་ཏྲ་ནཱ་མ_6_,།རྒྱགར་སྐད་དུ། བོདྲ་༧སཱུཏྲ་ནཱམ_6_,། ༄༅། །​རྒྱ་གར་སྐད་དུ། བཻ་ད་ལྱཾ་སཱུ་ཏྲ་ནཱ་མ_6_,༄༅། །​རྒྱ་གར་སྐད་དུ། བཻ་ད་ལྱཾ་སཱུ་ཏྲ་ནཱ་མ_26_,༄༅༅། །​རྒྱ་གར་སྐད་དུ། བཻ་ད་ལྱཾ་སཱུ་ཏྲ་ནཱ་མ_6_,༄༅། །​རྒྱ་གར་སྐད་དུ། བཻ་ད་ལྱཾ་སཱུ་ཏྲ་ནཱ་མ_26_
[གྲུབ་_100_],གྲུབ་_100_,གྲུབ་_100_,གྲུབ་_100_,གྲུབ་_100_,གྲུབ་_100_,གྲུབ་_100_,གྲུབ་_100_,གྲུབ་_100_,གྲུབ་_100_,གྲུབ་_100_,གྲུབ་_100_,གྲུབ་_100_,གྲུབ་_100_,གྲུབ་_100_
[པས་_100_],པས་_100_,པས་_100_,པས་_100_,པས་_100_,པས་_100_,པས་_100_,པས་_100_,པས་_100_,པས་_100_,པས་_100_,པས་_100_,པས་_100_,པས་_100_,པས་_100_
[ཚད་_100_],ཚད་_100_,ཚད་_100_,ཚད་_100_,ཚད་_100_,ཚད་_100_,ཚད་_100_,ཚད་_100_,ཚད་_100_,ཚད་_100_,ཚད་_100_,ཚད་_100_,ཚད་_100_,ཚད་_100_,ཚད་_100_
[མ་_100_],མ་_100_,མ་_100_,མ་_100_,མ་_100_,མ་_100_,མ་_100_,མ་_100_,མ་_100_,མ་_100_,མ་_100_,མ་_100_,མ་_100_,མ་_100_,མ་_100_
[དང་_100_],དང་_100_,དང་_100_,དང་_100_,དང་_100_,དང་_100_,དང་_100_,དང་_100_,དང་_100_,དང་_100_,དང་_100_,དང་_100_,དང་_100_,དང་_100_,དང་_100_
[གཞལ་_93_],གཞལ་_93_,གཞལ་_93_,གཞལ་_93_,གཞལ་_93_,གཞལ་_93_,གཞལ་_93_,གཞལ་_93_,གཞལ་_93_,གཞལ་_93_,གཞོལ་_6_,གཞལ་_93_,གཞལ་_93_,གཞལ་_93_,གཞལ་_93_
[བྱ་_100_],བྱ་_100_,བྱ་_100_,བྱ་_100_,བྱ་_100_,བྱ་_100_,བྱ་_100_,བྱ་_100_,བྱ་_100_,བྱ་_100_,བྱ་_100_,བྱ་_100_,བྱ་_100_,བྱ་_100_,བྱ་_100_
[འགག་_86_],འགག་_86_,དགག་_13_,དགག་_13_,འགག་_86_,འགག་_86_,འགག་_86_,འགག་_86_,འགག་_86_,འགག་_86_,འགག་_86_,འགག་_86_,འགག་_86_,འགག་_86_,འགག་_86_
[པ་_100_],པ་_100_,པ་_100_,པ་_100_,པ་_100_,པ་_100_,པ་_100_,པ་_100_,པ་_100_,པ་_100_,པ་_100_,པ་_100_,པ་_100_,པ་_100_,པ་_100_
[མི་འཐད་དོ། །​དགག་པ་གྲུབ་ན་ཚད་མ་དང་_80_],མི་འཐད་དོ། །​དགག་པ་གྲུབ་ན་ཚད་མ་དང་_80_,མི་འཐད་དོ། །​དགག་པ་སྒྲུབ་ན་ཚད་མ་དང་_6_,མི་འཐད་དོ། །​བདག་པ་སྒྲུབ་ན་ཚད་མ་དང་_6_,མི་འཐད་དོ། །​དགག་པ་གྲུབ་ན་ཚད་མ་དང་_80_,མི་འཐད་དོ། །​དགག་པ་གྲུབ་ན་ཚད་མ་དང་_80_,མི་འཐད་དོ། །​དགག་པ་གྲུབ་ན་ཚད་མ་དང་_80_,མི་འཐད་དོ། །​དགག་པ་གྲུབ་ན་ཚད་མ་དང་_80_,མི་འཐད་དོ། །​དགག་པ་གྲུབ་ན་ཚད་མ་དང་_80_,མི་འཐད་དོ། །​དགག་པ་གྲུབ་ན་ཚད་མ་དང་_80_,མི་འཐ་དད། །​དགག་བསྒྲུབ་ན་ཚད་མདང་_6_,མི་འཐད་དོ། །​དགག་པ་གྲུབ་ན་ཚད་མ་དང་_80_,མི་འཐད་དོ། །​དགག་པ་གྲུབ་ན་ཚད་མ་དང་_80_,མི་འཐད་དོ། །​དགག་པ་གྲུབ་ན་ཚད་མ་དང་_80_,མི་འཐད་དོ། །​དགག་པ་གྲུབ་ན་ཚད་མ་དང་_80_
[གཞལ་_100_],གཞལ་_100_,གཞལ་_100_,གཞལ་_100_,གཞལ་_100_,གཞལ་_100_,གཞལ་_100_,གཞལ་_100_,གཞལ་_100_,གཞལ་_100_,གཞལ་_100_,གཞལ་_100_,གཞལ་_100_,གཞལ་_100_,གཞལ་_100_
[བྱའང་གྲུབ་པོ་ཞེ་ན_53_],བྱའང་གྲུབ་པོ་ཞེ་ན_53_,བྱའང་གྲུབ་པོ་ཞེ་ན_53_,བྱའང་གྲུབ་པོ་ཞེ་ན_53_,བྱ་འང་གྲུབ་བོ་ཞེ་ན_20_,བྱ་འང་གྲུབ་བོ་ཞེ་ན_20_,བྱའང་གྲུབ་བོ་ཞེ་ན_20_,བྱའང་གྲུབ་པོ་ཞེ་ན_53_,བྱའང་གྲུབ་བོ་ཞེ་ན_20_,བྱའང་གྲུབ་བོ་ཞེ་ན_20_,བྱ་འད་གྲུང་པོ་ཞེན_6_,བྱའང་གྲུབ་པོ་ཞེ་ན_53_,བྱ་འང་གྲུབ་བོ་ཞེ་ན_20_,བྱའང་གྲུབ་པོ་ཞེ་ན_53_,བྱའང་གྲུབ་པོ་ཞེ་ན_53_
[། _100_],། _100_,། _100_,། _100_,། _100_,། _100_,། _100_,། _100_,། _100_,། _100_,། _100_,། _100_,། _100_,། _100_,། _100_
[མ་_100_],མ་_100_,མ་_100_,མ་_100_,མ་_100_,མ་_100_,མ་_100_,མ་_100_,མ་_100_,མ་_100_,མ་_100_,མ་_100_,མ་_100_,མ་_100_,མ་_100_
[ཡིན་_100_],ཡིན་_100_,ཡིན་_100_,ཡིན་_100_,ཡིན་_100_,ཡིན་_100_,ཡིན་_100_,ཡིན་_100_,ཡིན་_100_,ཡིན་_100_,ཡིན་_100_,ཡིན་_100_,ཡིན་_100_,ཡིན་_100_,ཡིན་_100_
[ཏེ_100_],ཏེ_100_,ཏེ_100_,ཏེ_100_,ཏེ_100_,ཏེ_100_,ཏེ_100_,ཏེ_100_,ཏེ_100_,ཏེ_100_,ཏེ_100_,ཏེ_100_,ཏེ_100_,ཏེ_100_,ཏེ_100_
[། _86_],། _86_,། _86_,། _86_,། _86_,།_13_,། _86_,། _86_,། _86_,། _86_,། _86_,། _86_,།_13_,། _86_,། _86_
[སྔར་_100_],སྔར་_100_,སྔར་_100_,སྔར་_100_,སྔར་_100_,སྔར་_100_,སྔར་_100_,སྔར་_100_,སྔར་_100_,སྔར་_100_,སྔར་_100_,སྔར་_100_,སྔར་_100_,སྔར་_100_,སྔར་_100_
[ཁས་_100_],ཁས་_100_,ཁས་_100_,ཁས་_100_,ཁས་_100_,ཁས་_100_,ཁས་_100_,ཁས་_100_,ཁས་_100_,ཁས་_100_,ཁས་_100_,ཁས་_100_,ཁས་_100_,ཁས་_100_,ཁས་_100_
[བླངས་པའི་_93_],བླངས་པའི་_93_,བླངས་པའི་_93_,བླངས་པའི་_93_,བླངས་པའི་_93_,བླངས་པའི་_93_,བླངས་པའི་_93_,བླངས་པའི་_93_,བླངས་པའི་_93_,བླངས་པའི་_93_,བླས བའི་_6_,བླངས་པའི་_93_,བླངས་པའི་_93_,བླངས་པའི་_93_,བླངས་པའི་_93_
[ཕྱིར་_100_],ཕྱིར་_100_,ཕྱིར་_100_,ཕྱིར་_100_,ཕྱིར་_100_,ཕྱིར་_100_,ཕྱིར་_100_,ཕྱིར་_100_,ཕྱིར་_100_,ཕྱིར་_100_,ཕྱིར་_100_,ཕྱིར་_100_,ཕྱིར་_100_,ཕྱིར་_100_,ཕྱིར་_100_
[རོ_100_],རོ_100_,རོ_100_,རོ_100_,རོ_100_,རོ_100_,རོ_100_,རོ_100_,རོ_100_,རོ_100_,རོ_100_,རོ_100_,རོ_100_,རོ_100_,རོ_100_
[། །​_100_],། །​_100_,། །​_100_,། །​_100_,། །​_100_,། །​_100_,། །​_100_,། །​_100_,། །​_100_,། །​_100_,། །​_100_,། །​_100_,། །​_100_,། །​_100_,། །​_100_
[གལ་_100_],གལ་_100_,གལ་_100_,གལ་_100_,གལ་_100_,གལ་_100_,གལ་_100_,གལ་_100_,གལ་_100_,གལ་_100_,གལ་_100_,གལ་_100_,གལ་_100_,གལ་_100_,གལ་_100_
[ཏེ་_100_],ཏེ་_100_,ཏེ་_100_,ཏེ་_100_,ཏེ་_100_,ཏེ་_100_,ཏེ་_100_,ཏེ་_100_,ཏེ་_100_,ཏེ་_100_,ཏེ་_100_,ཏེ་_100_,ཏེ་_100_,ཏེ་_100_,ཏེ་_100_
[ཚད་མ་དང་གཞལ་བྱ་མ་གྲུབ་པར་ཁས་བླངས་པ་ཡིན་ན་_93_],ཚད་མ་དང་གཞལ་བྱ་མ་གྲུབ་པར་ཁས་བླངས་པ་ཡིན་ན་_93_,ཚད་མ་དང་གཞལ་བྱ་མ་གྲུབ་པར་ཁས་བླངས་པ་ཡིན་ན་_93_,ཚད་མ་དང་གཞལ་བྱ་མ་གྲུབ་པར་ཁས་བླངས་པ་ཡིན་ན་_93_,ཚད་མ་དང་གཞལ་བྱ་མ་གྲུབ་པར་ཁས་བླངས་པ་ཡིན་ན་_93_,ཚད་མ་དང་གཞལ་བྱ་མ་གྲུབ་པར་ཁས་བླངས་པ་ཡིན་ན་_93_,ཚད་མ་དང་གཞལ་བྱ་མ་གྲུབ་པར་ཁས་བླངས་པ་ཡིན་ན་_93_,ཚད་མ་དང་གཞལ་བྱ་མ་གྲུབ་པར་ཁས་བླངས་པ་ཡིན་ན་_93_,ཚད་མ་དང་གཞལ་བྱ་མ་གྲུབ་པར་ཁས་བླངས་པ་ཡིན་ན་_93_,ཚད་མ་དང་གཞལ་བྱ་མ་གྲུབ་པར་ཁས་བླངས་པ་ཡིན་ན་_93_,ཚད་མདང་གཞལ་མགྲུབ་པར་ཁས་བླངས་བ་གནན་_6_,ཚད་མ་དང་གཞལ་བྱ་མ་གྲུབ་པར་ཁས་བླངས་པ་ཡིན་ན་_93_,ཚད་མ་དང་གཞལ་བྱ་མ་གྲུབ་པར་ཁས་བླངས་པ་ཡིན་ན་_93_,ཚད་མ་དང་གཞལ་བྱ་མ་གྲུབ་པར་ཁས་བླངས་པ་ཡིན་ན་_93_,ཚད་མ་དང་གཞལ་བྱ་མ་གྲུབ་པར་ཁས་བླངས་པ་ཡིན་ན་_93_
[ནི་_100_],ནི་_100_,ནི་_100_,ནི་_100_,ནི་_100_,ནི་_100_,ནི་_100_,ནི་_100_,ནི་_100_,ནི་_100_,ནི་_100_,ནི་_100_,ནི་_100_,ནི་_100_,ནི་_100_
[ཁས་_100_],ཁས་_100_,ཁས་_100_,ཁས་_100_,ཁས་_100_,ཁས་_100_,ཁས་_100_,ཁས་_100_,ཁས་_100_,ཁས་_100_,ཁས་_100_,ཁས་_100_,ཁས་_100_,ཁས་_100_,ཁས་_100_
[བླངས་_100_],བླངས་_100_,བླངས་_100_,བླངས་_100_,བླངས་_100_,བླངས་_100_,བླངས་_100_,བླངས་_100_,བླངས་_100_,བླངས་_100_,བླངས་_100_,བླངས་_100_,བླངས་_100_,བླངས་_100_,བླངས་_100_
[པ་_93_],པ་_93_,པ་_93_,པ་_93_,པ་_93_,པ་_93_,པ་_93_,པ་_93_,པ་_93_,པ་_93_,བ་_6_,པ་_93_,པ་_93_,པ་_93_,པ་_93_
[དང་_100_],དང་_100_,དང་_100_,དང་_100_,དང་_100_,དང་_100_,དང་_100_,དང་_100_,དང་_100_,དང་_100_,དང་_100_,དང་_100_,དང་_100_,དང་_100_,དང་_100_
[དུས་_100_],དུས་_100_,དུས་_100_,དུས་_100_,དུས་_100_,དུས་_100_,དུས་_100_,དུས་_100_,དུས་_100_,དུས་_100_,དུས་_100_,དུས་_100_,དུས་_100_,དུས་_100_,དུས་_100_
[མཉམ་ཁོ་ནར་རྩོད་པ་རྫོགས་_93_],མཉམ་ཁོ་ནར་རྩོད་པ་རྫོགས་_93_,མཉམ་ཁོ་ནར་རྩོད་པ་རྫོགས་_93_,མཉམ་ཁོ་ནར་རྩོད་པ་རྫོགས་_93_,མཉམ་ཁོ་ནར་རྩོད་པ་རྫོགས་_93_,མཉམ་ཁོ་ནར་རྩོད་པ་རྫོགས་_93_,མ཈མ་ཁོ་ནར་རོད་པ་རོགས་_6_,མཉམ་ཁོ་ནར་རྩོད་པ་རྫོགས་_93_,མཉམ་ཁོ་ནར་རྩོད་པ་རྫོགས་_93_,མཉམ་ཁོ་ནར་རྩོད་པ་རྫོགས་_93_,མཉམ་ཁོ་ནར་རྩོད་པ་རྫོགས་_93_,མཉམ་ཁོ་ནར་རྩོད་པ་རྫོགས་_93_,མཉམ་ཁོ་ནར་རྩོད་པ་རྫོགས་_93_,མཉམ་ཁོ་ནར་རྩོད་པ་རྫོགས་_93_,མཉམ་ཁོ་ནར་རྩོད་པ་རྫོགས་_93_
[པ་_100_],པ་_100_,པ་_100_,པ་_100_,པ་_100_,པ་_100_,པ་_100_,པ་_100_,པ་_100_,པ་_100_,པ་_100_,པ་_100_,པ་_100_,པ་_100_,པ་_100_
[ཡིན་_100_],ཡིན་_100_,ཡིན་_100_,ཡིན་_100_,ཡིན་_100_,ཡིན་_100_,ཡིན་_100_,ཡིན་_100_,ཡིན་_100_,ཡིན་_100_,ཡིན་_100_,ཡིན་_100_,ཡིན་_100_,ཡིན་_100_,ཡིན་_100_
[ནོ_100_],ནོ_100_,ནོ_100_,ནོ_100_,ནོ_100_,ནོ_100_,ནོ_100_,ནོ_100_,ནོ_100_,ནོ_100_,ནོ_100_,ནོ_100_,ནོ_100_,ནོ_100_,ནོ_100_
[། །​མ་_93_],། །​མ་_93_,། །​མ་_93_,། །​མ་_93_,། །​མ་_93_,། །​མ་_93_,། །​མ་_93_,། །​མ་_93_,། །​མ་_93_,། །​མ་_93_,༑ །​ཨུ་_6_,། །​མ་_93_,། །​མ་_93_,། །​མ་_93_,། །​མ་_93_
[གྲུབ་_100_],གྲུབ་_100_,གྲུབ་_100_,གྲུབ་_100_,གྲུབ་_100_,གྲུབ་_100_,གྲུབ་_100_,གྲུབ་_100_,གྲུབ་_100_,གྲུབ་_100_,གྲུབ་_100_,གྲུབ་_100_,གྲུབ་_100_,གྲུབ་_100_,གྲུབ་_100_
[པ་_100_],པ་_100_,པ་_100_,པ་_100_,པ་_100_,པ་_100_,པ་_100_,པ་_100_,པ་_100_,པ་_100_,པ་_100_,པ་_100_,པ་_100_,པ་_100_,པ་_100_
[ལ་_100_],ལ་_100_,ལ་_100_,ལ་_100_,ལ་_100_,ལ་_100_,ལ་_100_,ལ་_100_,ལ་_100_,ལ་_100_,ལ་_100_,ལ་_100_,ལ་_100_,ལ་_100_,ལ་_100_
[རྟོག་པ་སྤང་བའི་_60_],རྟོག་པ་སྤང་བའི་_60_,རྟོག་པ་སྤང་བའི་_60_,རྟོག་པ་སྤང་བའི་_60_,རྟོག་པ་སྤང་པའི་_20_,རྟོག་པ་སྤང་པའི་_20_,རོག་པ་སྤང་བའི་_6_,རྟོག་པ་སྤང་བའི་_60_,རྟོག་པ་སྤང་བའི་_60_,རྟོག་པ་སྤང་བའི་_60_,རྟོག་བུ་དབུའི་_6_,རྟོག་པ་སྤང་བའི་_60_,རྟོག་པ་སྤང་པའི་_20_,རྟག་པ་སྤང་བའི་_6_,རྟོག་པ་སྤང་བའི་_60_
[ཕྱིར་_100_],ཕྱིར་_100_,ཕྱིར་_100_,ཕྱིར་_100_,ཕྱིར་_100_,ཕྱིར་_100_,ཕྱིར་_100_,ཕྱིར་_100_,ཕྱིར་_100_,ཕྱིར་_100_,ཕྱིར་_100_,ཕྱིར་_100_,ཕྱིར་_100_,ཕྱིར་_100_,ཕྱིར་_100_
[རོ_100_],རོ_100_,རོ_100_,རོ_100_,རོ_100_,རོ_100_,རོ_100_,རོ_100_,རོ_100_,རོ_100_,རོ_100_,རོ_100_,རོ_100_,རོ_100_,རོ_100_
[། །​_93_],། །​_93_,། །​_93_,། །​_93_,། །​_93_,། །​_93_,། །​_93_,། །​_93_,། །​_93_,། །​_93_,། །​ _6_,། །​_93_,། །​_93_,། །​_93_,། །​_93_
[མངོན་_100_],མངོན་_100_,མངོན་_100_,མངོན་_100_,མངོན་_100_,མངོན་_100_,མངོན་_100_,མངོན་_100_,མངོན་_100_,མངོན་_100_,མངོན་_100_,མངོན་_100_,མངོན་_100_,མངོན་_100_,མངོན་_100_
[སུམ་ལ་སོགས་པ་_93_],སུམ་ལ་སོགས་པ་_93_,སུམ་ལ་སོགས་པ་_93_,སུམ་ལ་སོགས་པ་_93_,སུམ་ལ་སོགས་པ་_93_,སུམ་ལ་སོགས་པ་_93_,སུམ་ལ་སོགས་པ་_93_,སུམ་ལ་སོགས་པ་_93_,སུམ་ལ་སོགས་པ་_93_,སུམ་ལ་སོགས་པ་_93_,སུམ་ལས་གསབ་_6_,སུམ་ལ་སོགས་པ་_93_,སུམ་ལ་སོགས་པ་_93_,སུམ་ལ་སོགས་པ་_93_,སུམ་ལ་སོགས་པ་_93_
[ནི་_100_],ནི་_100_,ནི་_100_,ནི་_100_,ནི་_100_,ནི་_100_,ནི་_100_,ནི་_100_,ནི་_100_,ནི་_100_,ནི་_100_,ནི་_100_,ནི་_100_,ནི་_100_,ནི་_100_
[ཡོད་པ་_93_],ཡོད་པ་_93_,ཡོད་པ་_93_,ཡོད་པ་_93_,ཡོད་པ་_93_,ཡོད་པ་_93_,ཡོད་པ་_93_,ཡོད་པ་_93_,ཡོད་པ་_93_,ཡོད་པ་_93_,ཡོང་བ་_6_,ཡོད་པ་_93_,ཡོད་པ་_93_,ཡོད་པ་_93_,ཡོད་པ་_93_
[མ་_100_],མ་_100_,མ་_100_,མ་_100_,མ་_100_,མ་_100_,མ་_100_,མ་_100_,མ་_100_,མ་_100_,མ་_100_,མ་_100_,མ་_100_,མ་_100_,མ་_100_
[ཡིན་_100_],ཡིན་_100_,ཡིན་_100_,ཡིན་_100_,ཡིན་_100_,ཡིན་_100_,ཡིན་_100_,ཡིན་_100_,ཡིན་_100_,ཡིན་_100_,ཡིན་_100_,ཡིན་_100_,ཡིན་_100_,ཡིན་_100_,ཡིན་_100_
[ཏེ། _80_],ཏེ། _80_,ཏེ། _80_,ཏེ། _80_,ཏོ། །​_20_,ཏོ། །​_20_,ཏེ། _80_,ཏེ། _80_,ཏེ། _80_,ཏེ། _80_,ཏེ། _80_,ཏེ། _80_,ཏོ། །​_20_,ཏེ། _80_,ཏེ། _80_
[གང་_100_],གང་_100_,གང་_100_,གང་_100_,གང་_100_,གང་_100_,གང་_100_,གང་_100_,གང་_100_,གང་_100_,གང་_100_,གང་_100_,གང་_100_,གང་_100_,གང་_100_
[ལས་_100_],ལས་_100_,ལས་_100_,ལས་_100_,ལས་_100_,ལས་_100_,ལས་_100_,ལས་_100_,ལས་_100_,ལས་_100_,ལས་_100_,ལས་_100_,ལས་_100_,ལས་_100_,ལས་_100_
[ཤེ་ན། _93_],ཤེ་ན། _93_,ཤེ་ན། _93_,ཤེ་ན། _93_,ཤེ་ན། _93_,ཤེ་ན། _93_,ཤེ་ན། _93_,ཤེ་ན། _93_,ཤེ་ན། _93_,ཤེ་ན། _93_,ཤེ །​ _6_,ཤེ་ན། _93_,ཤེ་ན། _93_,ཤེ་ན། _93_,ཤེ་ན། _93_
[ཡང་_100_],ཡང་_100_,ཡང་_100_,ཡང་_100_,ཡང་_100_,ཡང་_100_,ཡང་_100_,ཡང་_100_,ཡང་_100_,ཡང་_100_,ཡང་_100_,ཡང་_100_,ཡང་_100_,ཡང་_100_,ཡང་_100_
[དག་_100_],དག་_100_,དག་_100_,དག་_100_,དག་_100_,དག་_100_,དག་_100_,དག་_100_,དག་_100_,དག་_100_,དག་_100_,དག་_100_,དག་_100_,དག་_100_,དག་_100_
[པར་_100_],པར་_100_,པར་_100_,པར་_100_,པར་_100_,པར་_100_,པར་_100_,པར་_100_,པར་_100_,པར་_100_,པར་_100_,པར་_100_,པར་_100_,པར་_100_,པར་_100_
[རྟོགས་པའི་_86_],རྟོགས་པའི་_86_,རྟོགས་པའི་_86_,རྟོགས་པའི་_86_,རྟོགས་པའི་_86_,རྟོགས་པའི་_86_,རོགས་པའི་_6_,རྟོགས་པའི་_86_,རྟོགས་པའི་_86_,རྟོགས་པའི་_86_,རྟོགས་བའི་_6_,རྟོགས་པའི་_86_,རྟོགས་པའི་_86_,རྟོགས་པའི་_86_,རྟོགས་པའི་_86_
[ཕྱིར་_100_],ཕྱིར་_100_,ཕྱིར་_100_,ཕྱིར་_100_,ཕྱིར་_100_,ཕྱིར་_100_,ཕྱིར་_100_,ཕྱིར་_100_,ཕྱིར་_100_,ཕྱིར་_100_,ཕྱིར་_100_,ཕྱིར་_100_,ཕྱིར་_100_,ཕྱིར་_100_,ཕྱིར་_100_
[རོ_100_],རོ_100_,རོ_100_,རོ_100_,རོ_100_,རོ_100_,རོ_100_,རོ_100_,རོ_100_,རོ_100_,རོ_100_,རོ_100_,རོ_100_,རོ_100_,རོ_100_
[། །​མངོན་_93_],། །​མངོན་_93_,། །​མངོན་_93_,། །​མངོན་_93_,། །​མངོན་_93_,། །​མངོན་_93_,། །​མངོན་_93_,། །​མངོན་_93_,། །​མངོན་_93_,། །​མངོན་_93_,། མངན་_6_,། །​མངོན་_93_,། །​མངོན་_93_,། །​མངོན་_93_,། །​མངོན་_93_
[སུམ་_100_],སུམ་_100_,སུམ་_100_,སུམ་_100_,སུམ་_100_,སུམ་_100_,སུམ་_100_,སུམ་_100_,སུམ་_100_,སུམ་_100_,སུམ་_100_,སུམ་_100_,སུམ་_100_,སུམ་_100_,སུམ་_100_
[ལ་_93_],ལ་_93_,ལ་_93_,ལ་_93_,ལ་_93_,ལ་_93_,ལ་_93_,ལ་_93_,ལ་_93_,ལ་_93_,པ་_6_,ལ་_93_,ལ་_93_,ལ་_93_,ལ་_93_
[སོགས་_100_],སོགས་_100_,སོགས་_100_,སོགས་_100_,སོགས་_100_,སོགས་_100_,སོགས་_100_,སོགས་_100_,སོགས་_100_,སོགས་_100_,སོགས་_100_,སོགས་_100_,སོགས་_100_,སོགས་_100_,སོགས་_100_
[པ་_100_],པ་_100_,པ་_100_,པ་_100_,པ་_100_,པ་_100_,པ་_100_,པ་_100_,པ་_100_,པ་_100_,པ་_100_,པ་_100_,པ་_100_,པ་_100_,པ་_100_
[གྲུབ་_100_],གྲུབ་_100_,གྲུབ་_100_,གྲུབ་_100_,གྲུབ་_100_,གྲུབ་_100_,གྲུབ་_100_,གྲུབ་_100_,གྲུབ་_100_,གྲུབ་_100_,གྲུབ་_100_,གྲུབ་_100_,གྲུབ་_100_,གྲུབ་_100_,གྲུབ་_100_
[ན་_100_],ན་_100_,ན་_100_,ན་_100_,ན་_100_,ན་_100_,ན་_100_,ན་_100_,ན་_100_,ན་_100_,ན་_100_,ན་_100_,ན་_100_,ན་_100_,ན་_100_
[གཞལ་_100_],གཞལ་_100_,གཞལ་_100_,གཞལ་_100_,གཞལ་_100_,གཞལ་_100_,གཞལ་_100_,གཞལ་_100_,གཞལ་_100_,གཞལ་_100_,གཞལ་_100_,གཞལ་_100_,གཞལ་_100_,གཞལ་_100_,གཞལ་_100_
[བྱ་_100_],བྱ་_100_,བྱ་_100_,བྱ་_100_,བྱ་_100_,བྱ་_100_,བྱ་_100_,བྱ་_100_,བྱ་_100_,བྱ་_100_,བྱ་_100_,བྱ་_100_,བྱ་_100_,བྱ་_100_,བྱ་_100_
[ནི་_100_],ནི་_100_,ནི་_100_,ནི་_100_,ནི་_100_,ནི་_100_,ནི་_100_,ནི་_100_,ནི་_100_,ནི་_100_,ནི་_100_,ནི་_100_,ནི་_100_,ནི་_100_,ནི་_100_
[འཐད་_100_],འཐད་_100_,འཐད་_100_,འཐད་_100_,འཐད་_100_,འཐད་_100_,འཐད་_100_,འཐད་_100_,འཐད་_100_,འཐད་_100_,འཐད་_100_,འཐད་_100_,འཐད་_100_,འཐད་_100_,འཐད་_100_
[པ་_100_],པ་_100_,པ་_100_,པ་_100_,པ་_100_,པ་_100_,པ་_100_,པ་_100_,པ་_100_,པ་_100_,པ་_100_,པ་_100_,པ་_100_,པ་_100_,པ་_100_
[མ་_100_],མ་_100_,མ་_100_,མ་_100_,མ་_100_,མ་_100_,མ་_100_,མ་_100_,མ་_100_,མ་_100_,མ་_100_,མ་_100_,མ་_100_,མ་_100_,མ་_100_
[ཡིན་_100_],ཡིན་_100_,ཡིན་_100_,ཡིན་_100_,ཡིན་_100_,ཡིན་_100_,ཡིན་_100_,ཡིན་_100_,ཡིན་_100_,ཡིན་_100_,ཡིན་_100_,ཡིན་_100_,ཡིན་_100_,ཡིན་_100_,ཡིན་_100_
[ནོ_100_],ནོ_100_,ནོ_100_,ནོ_100_,ནོ_100_,ནོ_100_,ནོ_100_,ནོ_100_,ནོ_100_,ནོ_100_,ནོ_100_,ནོ_100_,ནོ_100_,ནོ_100_,ནོ_100_
[། །​_93_],། །​_93_,། །​_93_,། །​_93_,། །​_93_,། །​_93_,། །​_93_,། །​_93_,། །​_93_,། །​_93_,༑ །​_6_,། །​_93_,། །​_93_,། །​_93_,། །​_93_
[དེའི་_100_],དེའི་_100_,དེའི་_100_,དེའི་_100_,དེའི་_100_,དེའི་_100_,དེའི་_100_,དེའི་_100_,དེའི་_100_,དེའི་_100_,དེའི་_100_,དེའི་_100_,དེའི་_100_,དེའི་_100_,དེའི་_100_
