༄༅། །​དམྱལ་བ་ནས་འདོན་པ།༄༅༅། །​_33_,༄༅། །​དམྱལ་བ་ནས་འདོན་པ།༄༅༅། །​_33_,༄༅། །​དམྱལ་བ་ནས་འདོན་པ།༄༅༅། །​_33_,༄༅། །​_11_,[༄༅༅། །​_44_],༄། །​_11_,༄༅༅། །​_44_,༄༅༅། །​_44_,༄༅༅། །​_44_
[མཚོ་_100_],མཚོ་_100_,མཚོ་_100_,མཚོ་_100_,མཚོ་_100_,མཚོ་_100_,མཚོ་_100_,མཚོ་_100_,མཚོ་_100_
[དག་_100_],དག་_100_,དག་_100_,དག་_100_,དག་_100_,དག་_100_,དག་_100_,དག་_100_,དག་_100_
[རྣམས་_100_],རྣམས་_100_,རྣམས་_100_,རྣམས་_100_,རྣམས་_100_,རྣམས་_100_,རྣམས་_100_,རྣམས་_100_,རྣམས་_100_
[སུ_100_],སུ_100_,སུ_100_,སུ_100_,སུ_100_,སུ_100_,སུ_100_,སུ_100_,སུ_100_
[། །​_100_],། །​_100_,། །​_100_,། །​_100_,། །​_100_,། །​_100_,། །​_100_,། །​_100_,། །​_100_
[མགོན་_100_],མགོན་_100_,མགོན་_100_,མགོན་_100_,མགོན་_100_,མགོན་_100_,མགོན་_100_,མགོན་_100_,མགོན་_100_
[པོ་_100_],པོ་_100_,པོ་_100_,པོ་_100_,པོ་_100_,པོ་_100_,པོ་_100_,པོ་_100_,པོ་_100_
[བདག་_100_],བདག་_100_,བདག་_100_,བདག་_100_,བདག་_100_,བདག་_100_,བདག་_100_,བདག་_100_,བདག་_100_
[ཅག་_100_],ཅག་_100_,ཅག་_100_,ཅག་_100_,ཅག་_100_,ཅག་_100_,ཅག་_100_,ཅག་_100_,ཅག་_100_
[ལོང་_100_],ལོང་_100_,ལོང་_100_,ལོང་_100_,ལོང་_100_,ལོང་_100_,ལོང་_100_,ལོང་_100_,ལོང་_100_
[གྱུར་_100_],གྱུར་_100_,གྱུར་_100_,གྱུར་_100_,གྱུར་_100_,གྱུར་_100_,གྱུར་_100_,གྱུར་_100_,གྱུར་_100_
[ན_100_],ན_100_,ན_100_,ན_100_,ན_100_,ན_100_,ན_100_,ན_100_,ན_100_
[། །​_100_],། །​_100_,། །​_100_,། །​_100_,། །​_100_,། །​_100_,། །​_100_,། །​_100_,། །​_100_
[དེ་_100_],དེ་_100_,དེ་_100_,དེ་_100_,དེ་_100_,དེ་_100_,དེ་_100_,དེ་_100_,དེ་_100_
[བཞིན་_100_],བཞིན་_100_,བཞིན་_100_,བཞིན་_100_,བཞིན་_100_,བཞིན་_100_,བཞིན་_100_,བཞིན་_100_,བཞིན་_100_
[གཤེགས་_100_],གཤེགས་_100_,གཤེགས་_100_,གཤེགས་_100_,གཤེགས་_100_,གཤེགས་_100_,གཤེགས་_100_,གཤེགས་_100_,གཤེགས་_100_
[ཀྱེ་_100_],ཀྱེ་_100_,ཀྱེ་_100_,ཀྱེ་_100_,ཀྱེ་_100_,ཀྱེ་_100_,ཀྱེ་_100_,ཀྱེ་_100_,ཀྱེ་_100_
[བདག་_100_],བདག་_100_,བདག་_100_,བདག་_100_,བདག་_100_,བདག་_100_,བདག་_100_,བདག་_100_,བདག་_100_
[ལ་_100_],ལ་_100_,ལ་_100_,ལ་_100_,ལ་_100_,ལ་_100_,ལ་_100_,ལ་_100_,ལ་_100_
[སྐྱོབས_100_],སྐྱོབས_100_,སྐྱོབས_100_,སྐྱོབས_100_,སྐྱོབས_100_,སྐྱོབས_100_,སྐྱོབས_100_,སྐྱོབས_100_,སྐྱོབས_100_
[། །​_100_],། །​_100_,། །​_100_,། །​_100_,། །​_100_,། །​_100_,། །​_100_,། །​_100_,། །​_100_
[རྒྱ་_100_],རྒྱ་_100_,རྒྱ་_100_,རྒྱ་_100_,རྒྱ་_100_,རྒྱ་_100_,རྒྱ་_100_,རྒྱ་_100_,རྒྱ་_100_
[མཚོ་_100_],མཚོ་_100_,མཚོ་_100_,མཚོ་_100_,མཚོ་_100_,མཚོ་_100_,མཚོ་_100_,མཚོ་_100_,མཚོ་_100_
[ཆེན་_100_],ཆེན་_100_,ཆེན་_100_,ཆེན་_100_,ཆེན་_100_,ཆེན་_100_,ཆེན་_100_,ཆེན་_100_,ཆེན་_100_
[པོ་_100_],པོ་_100_,པོ་_100_,པོ་_100_,པོ་_100_,པོ་_100_,པོ་_100_,པོ་_100_,པོ་_100_
[རྒལ་_100_],རྒལ་_100_,རྒལ་_100_,རྒལ་_100_,རྒལ་_100_,རྒལ་_100_,རྒལ་_100_,རྒལ་_100_,རྒལ་_100_
[བ་_100_],བ་_100_,བ་_100_,བ་_100_,བ་_100_,བ་_100_,བ་_100_,བ་_100_,བ་_100_
[ཡི_100_],ཡི_100_,ཡི_100_,ཡི_100_,ཡི_100_,ཡི_100_,ཡི_100_,ཡི_100_,ཡི_100_
[། །​_100_],། །​_100_,། །​_100_,། །​_100_,། །​_100_,། །​_100_,། །​_100_,། །​_100_,། །​_100_
[གྲུ་_100_],གྲུ་_100_,གྲུ་_100_,གྲུ་_100_,གྲུ་_100_,གྲུ་_100_,གྲུ་_100_,གྲུ་_100_,གྲུ་_100_
[ནི་_100_],ནི་_100_,ནི་_100_,ནི་_100_,ནི་_100_,ནི་_100_,ནི་_100_,ནི་_100_,ནི་_100_
[གོག་_100_],གོག་_100_,གོག་_100_,གོག་_100_,གོག་_100_,གོག་_100_,གོག་_100_,གོག་_100_,གོག་_100_
[པོར་_100_],པོར་_100_,པོར་_100_,པོར་_100_,པོར་_100_,པོར་_100_,པོར་_100_,པོར་_100_,པོར་_100_
[ཞུགས་_100_],ཞུགས་_100_,ཞུགས་_100_,ཞུགས་_100_,ཞུགས་_100_,ཞུགས་_100_,ཞུགས་_100_,ཞུགས་_100_,ཞུགས་_100_
[པ་_100_],པ་_100_,པ་_100_,པ་_100_,པ་_100_,པ་_100_,པ་_100_,པ་_100_,པ་_100_
[ལྟར_100_],ལྟར_100_,ལྟར_100_,ལྟར_100_,ལྟར_100_,ལྟར_100_,ལྟར_100_,ལྟར_100_,ལྟར_100_
[། །​_100_],། །​_100_,། །​_100_,། །​_100_,། །​_100_,། །​_100_,། །​_100_,། །​_100_,། །​_100_
[བདག་_100_],བདག་_100_,བདག་_100_,བདག་_100_,བདག་_100_,བདག་_100_,བདག་_100_,བདག་_100_,བདག་_100_
[གིས་_100_],གིས་_100_,གིས་_100_,གིས་_100_,གིས་_100_,གིས་_100_,གིས་_100_,གིས་_100_,གིས་_100_
[ཀྱང་_100_],ཀྱང་_100_,ཀྱང་_100_,ཀྱང་_100_,ཀྱང་_100_,ཀྱང་_100_,ཀྱང་_100_,ཀྱང་_100_,ཀྱང་_100_
[ནི་_100_],ནི་_100_,ནི་_100_,ནི་_100_,ནི་_100_,ནི་_100_,ནི་_100_,ནི་_100_,ནི་_100_
[རྒལ་_100_],རྒལ་_100_,རྒལ་_100_,རྒལ་_100_,རྒལ་_100_,རྒལ་_100_,རྒལ་_100_,རྒལ་_100_,རྒལ་_100_
[དཀར་_100_],དཀར་_100_,དཀར་_100_,དཀར་_100_,དཀར་_100_,དཀར་_100_,དཀར་_100_,དཀར་_100_,དཀར་_100_
[འཁུམས_100_],འཁུམས_100_,འཁུམས_100_,འཁུམས_100_,འཁུམས_100_,འཁུམས_100_,འཁུམས_100_,འཁུམས_100_,འཁུམས_100_
[། །​_100_],། །​_100_,། །​_100_,། །​_100_,། །​_100_,། །​_100_,། །​_100_,། །​_100_,། །​_100_
[དེ་_100_],དེ་_100_,དེ་_100_,དེ་_100_,དེ་_100_,དེ་_100_,དེ་_100_,དེ་_100_,དེ་_100_
[བཞིན་_100_],བཞིན་_100_,བཞིན་_100_,བཞིན་_100_,བཞིན་_100_,བཞིན་_100_,བཞིན་_100_,བཞིན་_100_,བཞིན་_100_
[གཤེགས་_100_],གཤེགས་_100_,གཤེགས་_100_,གཤེགས་_100_,གཤེགས་_100_,གཤེགས་_100_,གཤེགས་_100_,གཤེགས་_100_,གཤེགས་_100_
[ཀྱེ་_100_],ཀྱེ་_100_,ཀྱེ་_100_,ཀྱེ་_100_,ཀྱེ་_100_,ཀྱེ་_100_,ཀྱེ་_100_,ཀྱེ་_100_,ཀྱེ་_100_
[བདག་_100_],བདག་_100_,བདག་_100_,བདག་_100_,བདག་_100_,བདག་_100_,བདག་_100_,བདག་_100_,བདག་_100_
[ལ་_100_],ལ་_100_,ལ་_100_,ལ་_100_,ལ་_100_,ལ་_100_,ལ་_100_,ལ་_100_,ལ་_100_
[སྐྱོབས_100_],སྐྱོབས_100_,སྐྱོབས_100_,སྐྱོབས_100_,སྐྱོབས_100_,སྐྱོབས_100_,སྐྱོབས_100_,སྐྱོབས_100_,སྐྱོབས_100_
[། །​_100_],། །​_100_,། །​_100_,། །​_100_,། །​_100_,། །​_100_,། །​_100_,། །​_100_,། །​_100_
[ཆོས་_100_],ཆོས་_100_,ཆོས་_100_,ཆོས་_100_,ཆོས་_100_,ཆོས་_100_,ཆོས་_100_,ཆོས་_100_,ཆོས་_100_
[དང་_100_],དང་_100_,དང་_100_,དང་_100_,དང་_100_,དང་_100_,དང་_100_,དང་_100_,དང་_100_
[ཆོས་_100_],ཆོས་_100_,ཆོས་_100_,ཆོས་_100_,ཆོས་_100_,ཆོས་_100_,ཆོས་_100_,ཆོས་_100_,ཆོས་_100_
[མིན་_100_],མིན་_100_,མིན་_100_,མིན་_100_,མིན་_100_,མིན་_100_,མིན་_100_,མིན་_100_,མིན་_100_
[མ་_100_],མ་_100_,མ་_100_,མ་_100_,མ་_100_,མ་_100_,མ་_100_,མ་_100_,མ་_100_
[འཚལ་_100_],འཚལ་_100_,འཚལ་_100_,འཚལ་_100_,འཚལ་_100_,འཚལ་_100_,འཚལ་_100_,འཚལ་_100_,འཚལ་_100_
[ཞིང་_100_],ཞིང་_100_,ཞིང་_100_,ཞིང་_100_,ཞིང་_100_,ཞིང་_100_,ཞིང་_100_,ཞིང་_100_,ཞིང་_100_
[། །​_100_],། །​_100_,། །​_100_,། །​_100_,། །​_100_,། །​_100_,། །​_100_,། །​_100_,། །​_100_
[བགྲོད་_100_],བགྲོད་_100_,བགྲོད་_100_,བགྲོད་_100_,བགྲོད་_100_,བགྲོད་_100_,བགྲོད་_100_,བགྲོད་_100_,བགྲོད་_100_
[དཀའ་_100_],དཀའ་_100_,དཀའ་_100_,དཀའ་_100_,དཀའ་_100_,དཀའ་_100_,དཀའ་_100_,དཀའ་_100_,དཀའ་_100_
[བགྲོད་_100_],བགྲོད་_100_,བགྲོད་_100_,བགྲོད་_100_,བགྲོད་_100_,བགྲོད་_100_,བགྲོད་_100_,བགྲོད་_100_,བགྲོད་_100_
[མིན་_100_],མིན་_100_,མིན་_100_,མིན་_100_,མིན་_100_,མིན་_100_,མིན་_100_,མིན་_100_,མིན་_100_
[མི་_100_],མི་_100_,མི་_100_,མི་_100_,མི་_100_,མི་_100_,མི་_100_,མི་_100_,མི་_100_
[རིག་_88_],རིག་_88_,རིགས་_11_,རིག་_88_,རིག་_88_,རིག་_88_,རིག་_88_,རིག་_88_,རིག་_88_
[པས_100_],པས_100_,པས_100_,པས_100_,པས_100_,པས_100_,པས_100_,པས_100_,པས_100_
[། །​_100_],། །​_100_,། །​_100_,། །​_100_,། །​_100_,། །​_100_,། །​_100_,། །​_100_,། །​_100_
[འདི་_88_],འདི་_88_,འདི་_88_,འདི་_88_,འདི་_88_,འདིས་_11_,འདི་_88_,འདི་_88_,འདི་_88_
[ནི་_100_],ནི་_100_,ནི་_100_,ནི་_100_,ནི་_100_,ནི་_100_,ནི་_100_,ནི་_100_,ནི་_100_
[སེམས་_100_],སེམས་_100_,སེམས་_100_,སེམས་_100_,སེམས་_100_,སེམས་_100_,སེམས་_100_,སེམས་_100_,སེམས་_100_
[མེད་_100_],མེད་_100_,མེད་_100_,མེད་_100_,མེད་_100_,མེད་_100_,མེད་_100_,མེད་_100_,མེད་_100_
[ཤིང་_100_],ཤིང་_100_,ཤིང་_100_,ཤིང་_100_,ཤིང་_100_,ཤིང་_100_,ཤིང་_100_,ཤིང་_100_,ཤིང་_100_
[དང་_100_],དང་_100_,དང་_100_,དང་_100_,དང་_100_,དང་_100_,དང་_100_,དང་_100_,དང་_100_
[འདྲ_100_],འདྲ_100_,འདྲ_100_,འདྲ_100_,འདྲ_100_,འདྲ_100_,འདྲ_100_,འདྲ_100_,འདྲ_100_
[། །​_100_],། །​_100_,། །​_100_,། །​_100_,། །​_100_,། །​_100_,། །​_100_,། །​_100_,། །​_100_
[དེ་_100_],དེ་_100_,དེ་_100_,དེ་_100_,དེ་_100_,དེ་_100_,དེ་_100_,དེ་_100_,དེ་_100_
[བཞིན་_100_],བཞིན་_100_,བཞིན་_100_,བཞིན་_100_,བཞིན་_100_,བཞིན་_100_,བཞིན་_100_,བཞིན་_100_,བཞིན་_100_
[གཤེགས་_100_],གཤེགས་_100_,གཤེགས་_100_,གཤེགས་_100_,གཤེགས་_100_,གཤེགས་_100_,གཤེགས་_100_,གཤེགས་_100_,གཤེགས་_100_
[ཀྱེ་_100_],ཀྱེ་_100_,ཀྱེ་_100_,ཀྱེ་_100_,ཀྱེ་_100_,ཀྱེ་_100_,ཀྱེ་_100_,ཀྱེ་_100_,ཀྱེ་_100_
[བདག་_100_],བདག་_100_,བདག་_100_,བདག་_100_,བདག་_100_,བདག་_100_,བདག་_100_,བདག་_100_,བདག་_100_
[ལ་_100_],ལ་_100_,ལ་_100_,ལ་_100_,ལ་_100_,ལ་_100_,ལ་_100_,ལ་_100_,ལ་_100_
[སྐྱོབས_100_],སྐྱོབས_100_,སྐྱོབས_100_,སྐྱོབས_100_,སྐྱོབས_100_,སྐྱོབས_100_,སྐྱོབས_100_,སྐྱོབས_100_,སྐྱོབས_100_
[། །​_100_],། །​_100_,། །​_100_,། །​_100_,། །​_100_,། །​_100_,། །​_100_,། །​_100_,། །​_100_
[ཕ་_100_],ཕ་_100_,ཕ་_100_,ཕ་_100_,ཕ་_100_,ཕ་_100_,ཕ་_100_,ཕ་_100_,ཕ་_100_
[བསད་_100_],བསད་_100_,བསད་_100_,བསད་_100_,བསད་_100_,བསད་_100_,བསད་_100_,བསད་_100_,བསད་_100_
[པ་_100_],པ་_100_,པ་_100_,པ་_100_,པ་_100_,པ་_100_,པ་_100_,པ་_100_,པ་_100_
[དང་_100_],དང་_100_,དང་_100_,དང་_100_,དང་_100_,དང་_100_,དང་_100_,དང་_100_,དང་_100_
[མ་_100_],མ་_100_,མ་_100_,མ་_100_,མ་_100_,མ་_100_,མ་_100_,མ་_100_,མ་_100_
[བསད་_100_],བསད་_100_,བསད་_100_,བསད་_100_,བསད་_100_,བསད་_100_,བསད་_100_,བསད་_100_,བསད་_100_
[པ_100_],པ_100_,པ_100_,པ_100_,པ_100_,པ_100_,པ_100_,པ_100_,པ_100_
[། །​_100_],། །​_100_,། །​_100_,། །​_100_,། །​_100_,། །​_100_,། །​_100_,། །​_100_,། །​_100_
[ཁོ་_100_],ཁོ་_100_,ཁོ་_100_,ཁོ་_100_,ཁོ་_100_,ཁོ་_100_,ཁོ་_100_,ཁོ་_100_,ཁོ་_100_
[བོས་_100_],བོས་_100_,བོས་_100_,བོས་_100_,བོས་_100_,བོས་_100_,བོས་_100_,བོས་_100_,བོས་_100_
[མཚམས་_100_],མཚམས་_100_,མཚམས་_100_,མཚམས་_100_,མཚམས་_100_,མཚམས་_100_,མཚམས་_100_,མཚམས་_100_,མཚམས་_100_
[མེད་_100_],མེད་_100_,མེད་_100_,མེད་_100_,མེད་_100_,མེད་_100_,མེད་_100_,མེད་_100_,མེད་_100_
[ལྔ་_100_],ལྔ་_100_,ལྔ་_100_,ལྔ་_100_,ལྔ་_100_,ལྔ་_100_,ལྔ་_100_,ལྔ་_100_,ལྔ་_100_
[བགྱིས་_100_],བགྱིས་_100_,བགྱིས་_100_,བགྱིས་_100_,བགྱིས་_100_,བགྱིས་_100_,བགྱིས་_100_,བགྱིས་_100_,བགྱིས་_100_
[པ_100_],པ_100_,པ_100_,པ_100_,པ_100_,པ_100_,པ_100_,པ_100_,པ_100_
[། །​_100_],། །​_100_,། །​_100_,། །​_100_,། །​_100_,། །​_100_,། །​_100_,། །​_100_,། །​_100_
[མི་_100_],མི་_100_,མི་_100_,མི་_100_,མི་_100_,མི་_100_,མི་_100_,མི་_100_,མི་_100_
[བཟད་_100_],བཟད་_100_,བཟད་_100_,བཟད་_100_,བཟད་_100_,བཟད་_100_,བཟད་_100_,བཟད་_100_,བཟད་_100_
[རབ་_100_],རབ་_100_,རབ་_100_,རབ་_100_,རབ་_100_,རབ་_100_,རབ་_100_,རབ་_100_,རབ་_100_
[རིབ་_100_],རིབ་_100_,རིབ་_100_,རིབ་_100_,རིབ་_100_,རིབ་_100_,རིབ་_100_,རིབ་_100_,རིབ་_100_
[མུན་_100_],མུན་_100_,མུན་_100_,མུན་_100_,མུན་_100_,མུན་_100_,མུན་_100_,མུན་_100_,མུན་_100_
[པར་_100_],པར་_100_,པར་_100_,པར་_100_,པར་_100_,པར་_100_,པར་_100_,པར་_100_,པར་_100_
[འཁུམས_100_],འཁུམས_100_,འཁུམས_100_,འཁུམས_100_,འཁུམས_100_,འཁུམས_100_,འཁུམས_100_,འཁུམས_100_,འཁུམས_100_
[། །​_100_],། །​_100_,། །​_100_,། །​_100_,། །​_100_,། །​_100_,། །​_100_,། །​_100_,། །​_100_
[དེ་_100_],དེ་_100_,དེ་_100_,དེ་_100_,དེ་_100_,དེ་_100_,དེ་_100_,དེ་_100_,དེ་_100_
[བཞིན་_100_],བཞིན་_100_,བཞིན་_100_,བཞིན་_100_,བཞིན་_100_,བཞིན་_100_,བཞིན་_100_,བཞིན་_100_,བཞིན་_100_
[གཤེགས་_100_],གཤེགས་_100_,གཤེགས་_100_,གཤེགས་_100_,གཤེགས་_100_,གཤེགས་_100_,གཤེགས་_100_,གཤེགས་_100_,གཤེགས་_100_
[ཀྱེ་_100_],ཀྱེ་_100_,ཀྱེ་_100_,ཀྱེ་_100_,ཀྱེ་_100_,ཀྱེ་_100_,ཀྱེ་_100_,ཀྱེ་_100_,ཀྱེ་_100_
[བདག་_100_],བདག་_100_,བདག་_100_,བདག་_100_,བདག་_100_,བདག་_100_,བདག་_100_,བདག་_100_,བདག་_100_
[ལ་_100_],ལ་_100_,ལ་_100_,ལ་_100_,ལ་_100_,ལ་_100_,ལ་_100_,ལ་_100_,ལ་_100_
[སྐྱོབས_100_],སྐྱོབས_100_,སྐྱོབས_100_,སྐྱོབས_100_,སྐྱོབས_100_,སྐྱོབས_100_,སྐྱོབས_100_,སྐྱོབས_100_,སྐྱོབས_100_
[། །​_100_],། །​_100_,། །​_100_,། །​_100_,། །​_100_,། །​_100_,། །​_100_,། །​_100_,། །​_100_
[བདག་_100_],བདག་_100_,བདག་_100_,བདག་_100_,བདག་_100_,བདག་_100_,བདག་_100_,བདག་_100_,བདག་_100_
[གིས་_100_],གིས་_100_,གིས་_100_,གིས་_100_,གིས་_100_,གིས་_100_,གིས་_100_,གིས་_100_,གིས་_100_
[མཆོད་_100_],མཆོད་_100_,མཆོད་_100_,མཆོད་_100_,མཆོད་_100_,མཆོད་_100_,མཆོད་_100_,མཆོད་_100_,མཆོད་_100_
[རྟེན་_100_],རྟེན་_100_,རྟེན་_100_,རྟེན་_100_,རྟེན་_100_,རྟེན་_100_,རྟེན་_100_,རྟེན་_100_,རྟེན་_100_
[འཇིག་_100_],འཇིག་_100_,འཇིག་_100_,འཇིག་_100_,འཇིག་_100_,འཇིག་_100_,འཇིག་_100_,འཇིག་_100_,འཇིག་_100_
[པར་_100_],པར་_100_,པར་_100_,པར་_100_,པར་_100_,པར་_100_,པར་_100_,པར་_100_,པར་_100_
[བགྱིས_100_],བགྱིས_100_,བགྱིས_100_,བགྱིས_100_,བགྱིས_100_,བགྱིས_100_,བགྱིས_100_,བགྱིས_100_,བགྱིས_100_
[། །​_100_],། །​_100_,། །​_100_,། །​_100_,། །​_100_,། །​_100_,། །​_100_,། །​_100_,། །​_100_
[དགེ་_100_],དགེ་_100_,དགེ་_100_,དགེ་_100_,དགེ་_100_,དགེ་_100_,དགེ་_100_,དགེ་_100_,དགེ་_100_
[འདུན་_100_],འདུན་_100_,འདུན་_100_,འདུན་_100_,འདུན་_100_,འདུན་_100_,འདུན་_100_,འདུན་_100_,འདུན་_100_
[དཀོར་_100_],དཀོར་_100_,དཀོར་_100_,དཀོར་_100_,དཀོར་_100_,དཀོར་_100_,དཀོར་_100_,དཀོར་_100_,དཀོར་_100_
[ནི་_100_],ནི་_100_,ནི་_100_,ནི་_100_,ནི་_100_,ནི་_100_,ནི་_100_,ནི་_100_,ནི་_100_
[རྣམ་_100_],རྣམ་_100_,རྣམ་_100_,རྣམ་_100_,རྣམ་_100_,རྣམ་_100_,རྣམ་_100_,རྣམ་_100_,རྣམ་_100_
[པར་_100_],པར་_100_,པར་_100_,པར་_100_,པར་_100_,པར་_100_,པར་_100_,པར་_100_,པར་_100_
[འཇོམས_88_],འཇོམས_88_,བླངས_11_,འཇོམས_88_,འཇོམས_88_,འཇོམས_88_,འཇོམས_88_,འཇོམས_88_,འཇོམས_88_
[། །​_100_],། །​_100_,། །​_100_,། །​_100_,། །​_100_,། །​_100_,། །​_100_,། །​_100_,། །​_100_
[བདག་_100_],བདག་_100_,བདག་_100_,བདག་_100_,བདག་_100_,བདག་_100_,བདག་_100_,བདག་_100_,བདག་_100_
[གིས་_100_],གིས་_100_,གིས་_100_,གིས་_100_,གིས་_100_,གིས་_100_,གིས་_100_,གིས་_100_,གིས་_100_
[སེམས་_100_],སེམས་_100_,སེམས་_100_,སེམས་_100_,སེམས་_100_,སེམས་_100_,སེམས་_100_,སེམས་_100_,སེམས་_100_
[ཅན་_100_],ཅན་_100_,ཅན་_100_,ཅན་_100_,ཅན་_100_,ཅན་_100_,ཅན་_100_,ཅན་_100_,ཅན་_100_
[འཚེ་_100_],འཚེ་_100_,འཚེ་_100_,འཚེ་_100_,འཚེ་_100_,འཚེ་_100_,འཚེ་_100_,འཚེ་_100_,འཚེ་_100_
[བར་_100_],བར་_100_,བར་_100_,བར་_100_,བར་_100_,བར་_100_,བར་_100_,བར་_100_,བར་_100_
[བགྱིས_100_],བགྱིས_100_,བགྱིས_100_,བགྱིས_100_,བགྱིས_100_,བགྱིས_100_,བགྱིས_100_,བགྱིས_100_,བགྱིས_100_
[། །​_100_],། །​_100_,། །​_100_,། །​_100_,། །​_100_,། །​_100_,། །​_100_,། །​_100_,། །​_100_
[དེ་_100_],དེ་_100_,དེ་_100_,དེ་_100_,དེ་_100_,དེ་_100_,དེ་_100_,དེ་_100_,དེ་_100_
[བཞིན་_100_],བཞིན་_100_,བཞིན་_100_,བཞིན་_100_,བཞིན་_100_,བཞིན་_100_,བཞིན་_100_,བཞིན་_100_,བཞིན་_100_
[གཤེགས་_100_],གཤེགས་_100_,གཤེགས་_100_,གཤེགས་_100_,གཤེགས་_100_,གཤེགས་_100_,གཤེགས་_100_,གཤེགས་_100_,གཤེགས་_100_
[ཀྱེ་_100_],ཀྱེ་_100_,ཀྱེ་_100_,ཀྱེ་_100_,ཀྱེ་_100_,ཀྱེ་_100_,ཀྱེ་_100_,ཀྱེ་_100_,ཀྱེ་_100_
[བདག་_100_],བདག་_100_,བདག་_100_,བདག་_100_,བདག་_100_,བདག་_100_,བདག་_100_,བདག་_100_,བདག་_100_
[ལ་_100_],ལ་_100_,ལ་_100_,ལ་_100_,ལ་_100_,ལ་_100_,ལ་_100_,ལ་_100_,ལ་_100_
[སྐྱོབས_100_],སྐྱོབས_100_,སྐྱོབས_100_,སྐྱོབས_100_,སྐྱོབས_100_,སྐྱོབས_100_,སྐྱོབས_100_,སྐྱོབས_100_,སྐྱོབས_100_
[། །​_100_],། །​_100_,། །​_100_,། །​_100_,། །​_100_,། །​_100_,། །​_100_,། །​_100_,། །​_100_
[འཇིག་_100_],འཇིག་_100_,འཇིག་_100_,འཇིག་_100_,འཇིག་_100_,འཇིག་_100_,འཇིག་_100_,འཇིག་_100_,འཇིག་_100_
[རྟེན་_100_],རྟེན་_100_,རྟེན་_100_,རྟེན་_100_,རྟེན་_100_,རྟེན་_100_,རྟེན་_100_,རྟེན་_100_,རྟེན་_100_
[འདི་_100_],འདི་_100_,འདི་_100_,འདི་_100_,འདི་_100_,འདི་_100_,འདི་_100_,འདི་_100_,འདི་_100_
[ན་_100_],ན་_100_,ན་_100_,ན་_100_,ན་_100_,ན་_100_,ན་_100_,ན་_100_,ན་_100_
[བདེ་_100_],བདེ་_100_,བདེ་_100_,བདེ་_100_,བདེ་_100_,བདེ་_100_,བདེ་_100_,བདེ་_100_,བདེ་_100_
[མ་_88_],མ་_88_,བ་_11_,མ་_88_,མ་_88_,མ་_88_,མ་_88_,མ་_88_,མ་_88_
[མཆིས_100_],མཆིས_100_,མཆིས_100_,མཆིས_100_,མཆིས_100_,མཆིས_100_,མཆིས_100_,མཆིས_100_,མཆིས_100_
[། །​_100_],། །​_100_,། །​_100_,། །​_100_,། །​_100_,། །​_100_,། །​_100_,། །​_100_,། །​_100_
[འཇིག་_100_],འཇིག་_100_,འཇིག་_100_,འཇིག་_100_,འཇིག་_100_,འཇིག་_100_,འཇིག་_100_,འཇིག་_100_,འཇིག་_100_
[རྟེན་_100_],རྟེན་_100_,རྟེན་_100_,རྟེན་_100_,རྟེན་_100_,རྟེན་_100_,རྟེན་_100_,རྟེན་_100_,རྟེན་_100_
[ཕ་_100_],ཕ་_100_,ཕ་_100_,ཕ་_100_,ཕ་_100_,ཕ་_100_,ཕ་_100_,ཕ་_100_,ཕ་_100_
[རོལ་_100_],རོལ་_100_,རོལ་_100_,རོལ་_100_,རོལ་_100_,རོལ་_100_,རོལ་_100_,རོལ་_100_,རོལ་_100_
[འཚལ་_100_],འཚལ་_100_,འཚལ་_100_,འཚལ་_100_,འཚལ་_100_,འཚལ་_100_,འཚལ་_100_,འཚལ་_100_,འཚལ་_100_
[མ་_100_],མ་_100_,མ་_100_,མ་_100_,མ་_100_,མ་_100_,མ་_100_,མ་_100_,མ་_100_
[གྱུར_100_],གྱུར_100_,གྱུར_100_,གྱུར_100_,གྱུར_100_,གྱུར_100_,གྱུར_100_,གྱུར_100_,གྱུར_100_
[། །​_100_],། །​_100_,། །​_100_,། །​_100_,། །​_100_,། །​_100_,། །​_100_,། །​_100_,། །​_100_
[ལས་_100_],ལས་_100_,ལས་_100_,ལས་_100_,ལས་_100_,ལས་_100_,ལས་_100_,ལས་_100_,ལས་_100_
[ཀྱི་_100_],ཀྱི་_100_,ཀྱི་_100_,ཀྱི་_100_,ཀྱི་_100_,ཀྱི་_100_,ཀྱི་_100_,ཀྱི་_100_,ཀྱི་_100_
[སྲད་_100_],སྲད་_100_,སྲད་_100_,སྲད་_100_,སྲད་_100_,སྲད་_100_,སྲད་_100_,སྲད་_100_,སྲད་_100_
[བུས་_100_],བུས་_100_,བུས་_100_,བུས་_100_,བུས་_100_,བུས་_100_,བུས་_100_,བུས་_100_,བུས་_100_
[དཀྲིས་_100_],དཀྲིས་_100_,དཀྲིས་_100_,དཀྲིས་_100_,དཀྲིས་_100_,དཀྲིས་_100_,དཀྲིས་_100_,དཀྲིས་_100_,དཀྲིས་_100_
[པས་_100_],པས་_100_,པས་_100_,པས་_100_,པས་_100_,པས་_100_,པས་_100_,པས་_100_,པས་_100_
[ན_100_],ན_100_,ན_100_,ན_100_,ན_100_,ན_100_,ན_100_,ན_100_,ན_100_
[། །​_100_],། །​_100_,། །​_100_,། །​_100_,། །​_100_,། །​_100_,། །​_100_,། །​_100_,། །​_100_
