༄༅། །​ཆོས་ཀྱི་དབྱིངས་སུ་བསྟོད་པ།༄༅༅། །​_23_,༄༅། །​ཆོས་ཀྱི་དབྱིངས་སུ་བསྟོད་པ།༄༅༅། །​_23_,༄༅། །​ཆོས་ཀྱི་དབྱིངས་སུ་བསྟོད་པ།༄༅༅། །​_23_,༄༅། །​ཆོས་ཀྱི་དབྱིངས་སུ་བསྟོད་པ།༄༅༅། །​_23_,༄༅༅། །​_23_,༄༅༅། །​_23_,༄༅། །​ཆོས་ཀྱི་དབྱིངས་སུ་བསྟོད་པ།༄༅། །​ _5_,༄༅། །​ཆོས་ཀྱི་དབྱིངས་སུ་བསྟོད་པ། ༄༅། །​_5_,༄༅། །​ཆོས་ཀྱི་དབྱིངས་སུ་བསྟོད་པ་བཞུགས་སོ། །​སློབ་དཔོན་ཀླུ་སྒྲུབ་ཀྱིས་མཛད།༄༅། །​_5_,[༄༅། །​_29_],ཆོས་ཀྱི་དབྱིངས་སུ་བསྟོད་པ།_5_,༄༅། །​_29_,༄༅༅། །​_23_,༄༅། །​_29_,༄༅། །​_29_,༄༅༅། །​_23_,༄༅། །​_29_
[བུད་_100_],བུད་_100_,བུད་_100_,བུད་_100_,བུད་_100_,བུད་_100_,བུད་_100_,བུད་_100_,བུད་_100_,བུད་_100_,བུད་_100_,བུད་_100_,བུད་_100_,བུད་_100_,བུད་_100_,བུད་_100_,བུད་_100_
[མེད་_100_],མེད་_100_,མེད་_100_,མེད་_100_,མེད་_100_,མེད་_100_,མེད་_100_,མེད་_100_,མེད་_100_,མེད་_100_,མེད་_100_,མེད་_100_,མེད་_100_,མེད་_100_,མེད་_100_,མེད་_100_,མེད་_100_
[སྐྱེས་_94_],སྐྱེས་_94_,སྐྱེས་_94_,སྐྱེས་_94_,སྐྱེས་_94_,སྐྱེས་_94_,སྐྱེས་_94_,སྐྱེས་_94_,སྐྱེས་_94_,སེས་_5_,སྐྱེས་_94_,སྐྱེས་_94_,སྐྱེས་_94_,སྐྱེས་_94_,སྐྱེས་_94_,སྐྱེས་_94_,སྐྱེས་_94_
[པ་_100_],པ་_100_,པ་_100_,པ་_100_,པ་_100_,པ་_100_,པ་_100_,པ་_100_,པ་_100_,པ་_100_,པ་_100_,པ་_100_,པ་_100_,པ་_100_,པ་_100_,པ་_100_,པ་_100_
[ཞེས་_88_],ཞེས་_88_,ཤེས་_11_,ཤེས་_11_,ཞེས་_88_,ཞེས་_88_,ཞེས་_88_,ཞེས་_88_,ཞེས་_88_,ཞེས་_88_,ཞེས་_88_,ཞེས་_88_,ཞེས་_88_,ཞེས་_88_,ཞེས་_88_,ཞེས་_88_,ཞེས་_88_
[རབ་_100_],རབ་_100_,རབ་_100_,རབ་_100_,རབ་_100_,རབ་_100_,རབ་_100_,རབ་_100_,རབ་_100_,རབ་_100_,རབ་_100_,རབ་_100_,རབ་_100_,རབ་_100_,རབ་_100_,རབ་_100_,རབ་_100_
[བསྟན། །​མི་_82_],བསྟན། །​མི་_82_,བསྟན། །​མི་_82_,བསྟན། །​མི་_82_,བསྟན། །​མི་_82_,བསྟན། །​མི་_82_,བསྟན། །​ །​མི་_5_,བསྟན། །​མི་_82_,བསྟན། །​མི་_82_,བསན། །​མྱི་_5_,བསྟན། །​མི་_82_,བསྟན། །​མི་_82_,བསྟན། །​མི་_82_,བསྟན། །​མི་_82_,བསྟན། །​མི་_82_,བསྟན། །​མི་_82_,བསྟན། །​ མི་_5_
[རྟག་_100_],རྟག་_100_,རྟག་_100_,རྟག་_100_,རྟག་_100_,རྟག་_100_,རྟག་_100_,རྟག་_100_,རྟག་_100_,རྟག་_100_,རྟག་_100_,རྟག་_100_,རྟག་_100_,རྟག་_100_,རྟག་_100_,རྟག་_100_,རྟག་_100_
[སྡུག་_100_],སྡུག་_100_,སྡུག་_100_,སྡུག་_100_,སྡུག་_100_,སྡུག་_100_,སྡུག་_100_,སྡུག་_100_,སྡུག་_100_,སྡུག་_100_,སྡུག་_100_,སྡུག་_100_,སྡུག་_100_,སྡུག་_100_,སྡུག་_100_,སྡུག་_100_,སྡུག་_100_
[བསྔལ་_100_],བསྔལ་_100_,བསྔལ་_100_,བསྔལ་_100_,བསྔལ་_100_,བསྔལ་_100_,བསྔལ་_100_,བསྔལ་_100_,བསྔལ་_100_,བསྔལ་_100_,བསྔལ་_100_,བསྔལ་_100_,བསྔལ་_100_,བསྔལ་_100_,བསྔལ་_100_,བསྔལ་_100_,བསྔལ་_100_
[སྟོང་_94_],སྟོང་_94_,སྟོང་_94_,སྟོང་_94_,སྟོང་_94_,སྟོང་_94_,སྟོང་_94_,སྟོང་_94_,སྟོང་_94_,སོང་_5_,སྟོང་_94_,སྟོང་_94_,སྟོང་_94_,སྟོང་_94_,སྟོང་_94_,སྟོང་_94_,སྟོང་_94_
[པ་_100_],པ་_100_,པ་_100_,པ་_100_,པ་_100_,པ་_100_,པ་_100_,པ་_100_,པ་_100_,པ་_100_,པ་_100_,པ་_100_,པ་_100_,པ་_100_,པ་_100_,པ་_100_,པ་_100_
[ཞེས_100_],ཞེས_100_,ཞེས_100_,ཞེས_100_,ཞེས_100_,ཞེས_100_,ཞེས_100_,ཞེས_100_,ཞེས_100_,ཞེས_100_,ཞེས_100_,ཞེས_100_,ཞེས_100_,ཞེས_100_,ཞེས_100_,ཞེས_100_,ཞེས_100_
[། །​_100_],། །​_100_,། །​_100_,། །​_100_,། །​_100_,། །​_100_,། །​_100_,། །​_100_,། །​_100_,། །​_100_,། །​_100_,། །​_100_,། །​_100_,། །​_100_,། །​_100_,། །​_100_,། །​_100_
[བྱ་_94_],བྱ་_94_,བྱ་_94_,བྱ་_94_,བྱ་_94_,བྱ་_94_,བྱ་_94_,བྱ་_94_,བྱ་_94_,བ་_5_,བྱ་_94_,བྱ་_94_,བྱ་_94_,བྱ་_94_,བྱ་_94_,བྱ་_94_,བྱ་_94_
[བ་_100_],བ་_100_,བ་_100_,བ་_100_,བ་_100_,བ་_100_,བ་_100_,བ་_100_,བ་_100_,བ་_100_,བ་_100_,བ་_100_,བ་_100_,བ་_100_,བ་_100_,བ་_100_,བ་_100_
[གསུམ་_100_],གསུམ་_100_,གསུམ་_100_,གསུམ་_100_,གསུམ་_100_,གསུམ་_100_,གསུམ་_100_,གསུམ་_100_,གསུམ་_100_,གསུམ་_100_,གསུམ་_100_,གསུམ་_100_,གསུམ་_100_,གསུམ་_100_,གསུམ་_100_,གསུམ་_100_,གསུམ་_100_
[པོས་_100_],པོས་_100_,པོས་_100_,པོས་_100_,པོས་_100_,པོས་_100_,པོས་_100_,པོས་_100_,པོས་_100_,པོས་_100_,པོས་_100_,པོས་_100_,པོས་_100_,པོས་_100_,པོས་_100_,པོས་_100_,པོས་_100_
[སེམས་_100_],སེམས་_100_,སེམས་_100_,སེམས་_100_,སེམས་_100_,སེམས་_100_,སེམས་_100_,སེམས་_100_,སེམས་_100_,སེམས་_100_,སེམས་_100_,སེམས་_100_,སེམས་_100_,སེམས་_100_,སེམས་_100_,སེམས་_100_,སེམས་_100_
[སྦྱོང་_100_],སྦྱོང་_100_,སྦྱོང་_100_,སྦྱོང་_100_,སྦྱོང་_100_,སྦྱོང་_100_,སྦྱོང་_100_,སྦྱོང་_100_,སྦྱོང་_100_,སྦྱོང་_100_,སྦྱོང་_100_,སྦྱོང་_100_,སྦྱོང་_100_,སྦྱོང་_100_,སྦྱོང་_100_,སྦྱོང་_100_,སྦྱོང་_100_
[བྱེད། །​_88_],བྱེད། །​_88_,བྱེད། །​_88_,བྱེད། །​_88_,བྱེད། །​_88_,བྱེད། །​_88_,བྱེད། །​_88_,བྱེད། །​_88_,བྱེད། །​_88_,བེད། །​_5_,བྱེད། །​_88_,བྱེད། །​_88_,བྱེད། །​_88_,བྱེད། །​_88_,བྱེད། །​_88_,བྱེད། །​_88_,བྱེད། །​ _5_
[མཆོག་_100_],མཆོག་_100_,མཆོག་_100_,མཆོག་_100_,མཆོག་_100_,མཆོག་_100_,མཆོག་_100_,མཆོག་_100_,མཆོག་_100_,མཆོག་_100_,མཆོག་_100_,མཆོག་_100_,མཆོག་_100_,མཆོག་_100_,མཆོག་_100_,མཆོག་_100_,མཆོག་_100_
[ཏུ་_100_],ཏུ་_100_,ཏུ་_100_,ཏུ་_100_,ཏུ་_100_,ཏུ་_100_,ཏུ་_100_,ཏུ་_100_,ཏུ་_100_,ཏུ་_100_,ཏུ་_100_,ཏུ་_100_,ཏུ་_100_,ཏུ་_100_,ཏུ་_100_,ཏུ་_100_,ཏུ་_100_
[སེམས་_100_],སེམས་_100_,སེམས་_100_,སེམས་_100_,སེམས་_100_,སེམས་_100_,སེམས་_100_,སེམས་_100_,སེམས་_100_,སེམས་_100_,སེམས་_100_,སེམས་_100_,སེམས་_100_,སེམས་_100_,སེམས་_100_,སེམས་_100_,སེམས་_100_
[ནི་_94_],ནི་_94_,ནི་_94_,ནི་_94_,ནི་_94_,ནི་_94_,ནི་_94_,ནི་_94_,ནི་_94_,ནྱི་_5_,ནི་_94_,ནི་_94_,ནི་_94_,ནི་_94_,ནི་_94_,ནི་_94_,ནི་_94_
[སྦྱོང་_100_],སྦྱོང་_100_,སྦྱོང་_100_,སྦྱོང་_100_,སྦྱོང་_100_,སྦྱོང་_100_,སྦྱོང་_100_,སྦྱོང་_100_,སྦྱོང་_100_,སྦྱོང་_100_,སྦྱོང་_100_,སྦྱོང་_100_,སྦྱོང་_100_,སྦྱོང་_100_,སྦྱོང་_100_,སྦྱོང་_100_,སྦྱོང་_100_
[བྱེད་པའི_94_],བྱེད་པའི_94_,བྱེད་པའི_94_,བྱེད་པའི_94_,བྱེད་པའི_94_,བྱེད་པའི_94_,བྱེད་པའི_94_,བྱེད་པའི_94_,བྱེད་པའི_94_,བེད་པའྱི_5_,བྱེད་པའི_94_,བྱེད་པའི_94_,བྱེད་པའི_94_,བྱེད་པའི_94_,བྱེད་པའི_94_,བྱེད་པའི_94_,བྱེད་པའི_94_
[། །​_100_],། །​_100_,། །​_100_,། །​_100_,། །​_100_,། །​_100_,། །​_100_,། །​_100_,། །​_100_,། །​_100_,། །​_100_,། །​_100_,། །​_100_,། །​_100_,། །​_100_,། །​_100_,། །​_100_
[ཆོས་_100_],ཆོས་_100_,ཆོས་_100_,ཆོས་_100_,ཆོས་_100_,ཆོས་_100_,ཆོས་_100_,ཆོས་_100_,ཆོས་_100_,ཆོས་_100_,ཆོས་_100_,ཆོས་_100_,ཆོས་_100_,ཆོས་_100_,ཆོས་_100_,ཆོས་_100_,ཆོས་_100_
[ནི་_94_],ནི་_94_,ནི་_94_,ནི་_94_,ནི་_94_,ནི་_94_,ནི་_94_,ནི་_94_,ནི་_94_,ནྱི་_5_,ནི་_94_,ནི་_94_,ནི་_94_,ནི་_94_,ནི་_94_,ནི་_94_,ནི་_94_
[རང་_100_],རང་_100_,རང་_100_,རང་_100_,རང་_100_,རང་_100_,རང་_100_,རང་_100_,རང་_100_,རང་_100_,རང་_100_,རང་_100_,རང་_100_,རང་_100_,རང་_100_,རང་_100_,རང་_100_
[བཞིན་_94_],བཞིན་_94_,བཞིན་_94_,བཞིན་_94_,བཞིན་_94_,བཞིན་_94_,བཞིན་_94_,བཞིན་_94_,བཞིན་_94_,བཞྱིན་_5_,བཞིན་_94_,བཞིན་_94_,བཞིན་_94_,བཞིན་_94_,བཞིན་_94_,བཞིན་_94_,བཞིན་_94_
[མེད་_100_],མེད་_100_,མེད་_100_,མེད་_100_,མེད་_100_,མེད་_100_,མེད་_100_,མེད་_100_,མེད་_100_,མེད་_100_,མེད་_100_,མེད་_100_,མེད་_100_,མེད་_100_,མེད་_100_,མེད་_100_,མེད་_100_
[པ་_100_],པ་_100_,པ་_100_,པ་_100_,པ་_100_,པ་_100_,པ་_100_,པ་_100_,པ་_100_,པ་_100_,པ་_100_,པ་_100_,པ་_100_,པ་_100_,པ་_100_,པ་_100_,པ་_100_
[ཡིན། །​ཇི་_88_],ཡིན། །​ཇི་_88_,ཡིན། །​ཇི་_88_,ཡིན། །​ཇི་_88_,ཡིན། །​ཇི་_88_,ཡིན། །​ཇི་_88_,ཡིན། །​ཇི་_88_,ཡིན། །​ཇི་_88_,ཡིན། །​ཇི་_88_,ཡྱིན། །​ཇྱི་_5_,ཡིན། །​ཇི་_88_,ཡིན། །​ཇི་_88_,ཡིན། །​ཇི་_88_,ཡིན། །​ཇི་_88_,ཡིན། །​ཇི་_88_,ཡིན། །​ཇི་_88_,ཡིན། །​ ཇི་_5_
[ལྟར་_100_],ལྟར་_100_,ལྟར་_100_,ལྟར་_100_,ལྟར་_100_,ལྟར་_100_,ལྟར་_100_,ལྟར་_100_,ལྟར་_100_,ལྟར་_100_,ལྟར་_100_,ལྟར་_100_,ལྟར་_100_,ལྟར་_100_,ལྟར་_100_,ལྟར་_100_,ལྟར་_100_
[སྦྲུམ་_100_],སྦྲུམ་_100_,སྦྲུམ་_100_,སྦྲུམ་_100_,སྦྲུམ་_100_,སྦྲུམ་_100_,སྦྲུམ་_100_,སྦྲུམ་_100_,སྦྲུམ་_100_,སྦྲུམ་_100_,སྦྲུམ་_100_,སྦྲུམ་_100_,སྦྲུམ་_100_,སྦྲུམ་_100_,སྦྲུམ་_100_,སྦྲུམ་_100_,སྦྲུམ་_100_
[མའི་_94_],མའི་_94_,མའི་_94_,མའི་_94_,མའི་_94_,མའི་_94_,མའི་_94_,མའི་_94_,མའི་_94_,མའྱི་_5_,མའི་_94_,མའི་_94_,མའི་_94_,མའི་_94_,མའི་_94_,མའི་_94_,མའི་_94_
[ལྟོ་_100_],ལྟོ་_100_,ལྟོ་_100_,ལྟོ་_100_,ལྟོ་_100_,ལྟོ་_100_,ལྟོ་_100_,ལྟོ་_100_,ལྟོ་_100_,ལྟོ་_100_,ལྟོ་_100_,ལྟོ་_100_,ལྟོ་_100_,ལྟོ་_100_,ལྟོ་_100_,ལྟོ་_100_,ལྟོ་_100_
[ན་_100_],ན་_100_,ན་_100_,ན་_100_,ན་_100_,ན་_100_,ན་_100_,ན་_100_,ན་_100_,ན་_100_,ན་_100_,ན་_100_,ན་_100_,ན་_100_,ན་_100_,ན་_100_,ན་_100_
[བུ_100_],བུ_100_,བུ_100_,བུ_100_,བུ_100_,བུ_100_,བུ_100_,བུ_100_,བུ_100_,བུ_100_,བུ_100_,བུ_100_,བུ_100_,བུ_100_,བུ_100_,བུ_100_,བུ_100_
[། །​_94_],། །​_94_,། །​_94_,། །​_94_,། །​_94_,། །​_94_,། །​ །​_5_,། །​_94_,། །​_94_,། །​_94_,། །​_94_,། །​_94_,། །​_94_,། །​_94_,། །​_94_,། །​_94_,། །​_94_
[ཡོད་_100_],ཡོད་_100_,ཡོད་_100_,ཡོད་_100_,ཡོད་_100_,ཡོད་_100_,ཡོད་_100_,ཡོད་_100_,ཡོད་_100_,ཡོད་_100_,ཡོད་_100_,ཡོད་_100_,ཡོད་_100_,ཡོད་_100_,ཡོད་_100_,ཡོད་_100_,ཡོད་_100_
[ཀྱང་_94_],ཀྱང་_94_,ཀྱང་_94_,ཀྱང་_94_,ཀྱང་_94_,ཀྱང་_94_,ཀྱང་_94_,ཀྱང་_94_,ཀྱང་_94_,ཀང་_5_,ཀྱང་_94_,ཀྱང་_94_,ཀྱང་_94_,ཀྱང་_94_,ཀྱང་_94_,ཀྱང་_94_,ཀྱང་_94_
[མཐོང་_100_],མཐོང་_100_,མཐོང་_100_,མཐོང་_100_,མཐོང་_100_,མཐོང་_100_,མཐོང་_100_,མཐོང་_100_,མཐོང་_100_,མཐོང་_100_,མཐོང་_100_,མཐོང་_100_,མཐོང་_100_,མཐོང་_100_,མཐོང་_100_,མཐོང་_100_,མཐོང་_100_
[བ་_100_],བ་_100_,བ་_100_,བ་_100_,བ་_100_,བ་_100_,བ་_100_,བ་_100_,བ་_100_,བ་_100_,བ་_100_,བ་_100_,བ་_100_,བ་_100_,བ་_100_,བ་_100_,བ་_100_
[མ་_100_],མ་_100_,མ་_100_,མ་_100_,མ་_100_,མ་_100_,མ་_100_,མ་_100_,མ་_100_,མ་_100_,མ་_100_,མ་_100_,མ་_100_,མ་_100_,མ་_100_,མ་_100_,མ་_100_
[ཡིན་_94_],ཡིན་_94_,ཡིན་_94_,ཡིན་_94_,ཡིན་_94_,ཡིན་_94_,ཡིན་_94_,ཡིན་_94_,ཡིན་_94_,ཡྱིན་_5_,ཡིན་_94_,ཡིན་_94_,ཡིན་_94_,ཡིན་_94_,ཡིན་_94_,ཡིན་_94_,ཡིན་_94_
[པ_100_],པ_100_,པ_100_,པ_100_,པ_100_,པ_100_,པ_100_,པ_100_,པ_100_,པ_100_,པ_100_,པ_100_,པ_100_,པ_100_,པ_100_,པ_100_,པ_100_
[། །​_94_],། །​_94_,། །​_94_,། །​_94_,། །​_94_,། །​_94_,། །​_94_,། །​_94_,། །​_94_,། །​_94_,། །​_94_,། །​_94_,། །​_94_,། །​_94_,། །​_94_,། །​_94_,། །​ _5_
[དེ་_100_],དེ་_100_,དེ་_100_,དེ་_100_,དེ་_100_,དེ་_100_,དེ་_100_,དེ་_100_,དེ་_100_,དེ་_100_,དེ་_100_,དེ་_100_,དེ་_100_,དེ་_100_,དེ་_100_,དེ་_100_,དེ་_100_
[བཞིན་ཉོན་_94_],བཞིན་ཉོན་_94_,བཞིན་ཉོན་_94_,བཞིན་ཉོན་_94_,བཞིན་ཉོན་_94_,བཞིན་ཉོན་_94_,བཞིན་ཉོན་_94_,བཞིན་ཉོན་_94_,བཞིན་ཉོན་_94_,བཞྱིན་཈ན་_5_,བཞིན་ཉོན་_94_,བཞིན་ཉོན་_94_,བཞིན་ཉོན་_94_,བཞིན་ཉོན་_94_,བཞིན་ཉོན་_94_,བཞིན་ཉོན་_94_,བཞིན་ཉོན་_94_
[མོངས་_100_],མོངས་_100_,མོངས་_100_,མོངས་_100_,མོངས་_100_,མོངས་_100_,མོངས་_100_,མོངས་_100_,མོངས་_100_,མོངས་_100_,མོངས་_100_,མོངས་_100_,མོངས་_100_,མོངས་_100_,མོངས་_100_,མོངས་_100_,མོངས་_100_
[ཀྱིས་_100_],ཀྱིས་_100_,ཀྱིས་_100_,ཀྱིས་_100_,ཀྱིས་_100_,ཀྱིས་_100_,ཀྱིས་_100_,ཀྱིས་_100_,ཀྱིས་_100_,ཀྱིས་_100_,ཀྱིས་_100_,ཀྱིས་_100_,ཀྱིས་_100_,ཀྱིས་_100_,ཀྱིས་_100_,ཀྱིས་_100_,ཀྱིས་_100_
[གཡོགས་_100_],གཡོགས་_100_,གཡོགས་_100_,གཡོགས་_100_,གཡོགས་_100_,གཡོགས་_100_,གཡོགས་_100_,གཡོགས་_100_,གཡོགས་_100_,གཡོགས་_100_,གཡོགས་_100_,གཡོགས་_100_,གཡོགས་_100_,གཡོགས་_100_,གཡོགས་_100_,གཡོགས་_100_,གཡོགས་_100_
[པའི_94_],པའི_94_,པའི_94_,པའི_94_,པའི_94_,པའི_94_,པའི_94_,པའི_94_,པའི_94_,པའྱི_5_,པའི_94_,པའི_94_,པའི_94_,པའི_94_,པའི_94_,པའི_94_,པའི_94_
[། །​_100_],། །​_100_,། །​_100_,། །​_100_,། །​_100_,། །​_100_,། །​_100_,། །​_100_,། །​_100_,། །​_100_,། །​_100_,། །​_100_,། །​_100_,། །​_100_,། །​_100_,། །​_100_,། །​_100_
[ཆོས་_100_],ཆོས་_100_,ཆོས་_100_,ཆོས་_100_,ཆོས་_100_,ཆོས་_100_,ཆོས་_100_,ཆོས་_100_,ཆོས་_100_,ཆོས་_100_,ཆོས་_100_,ཆོས་_100_,ཆོས་_100_,ཆོས་_100_,ཆོས་_100_,ཆོས་_100_,ཆོས་_100_
[ཀྱི་དབྱིངས་ཀྱང་_82_],ཀྱི་དབྱིངས་ཀྱང་_82_,ཀྱི་དབྱིངས་ཀྱང་_82_,ཀྱི་དབྱིངས་ཀྱང་_82_,ཀྱི་དབྱིངས་ཀྱང་_82_,ཀྱི་དབྱིངས་ཀྱང་_82_,ཀྱི་དབྱིངས་ཀྱང་_82_,ཀྱི་དབྱིངས་ཀྱང་_82_,ཀྱི་དབྱིངས་ཀྱང་_82_,ཀྱི་དབྱིངས་ཀང་_5_,ཀྱིས་དབྱིངས་ཀྱང་_5_,ཀྱི་དབྱིངས་ཀྱང་_82_,ཀྱི་དབྱིངས་ཀྱང་_82_,ཀྱི་དབྱིངས་ཀྱང་_82_,ཀྱི་དབྱིངས་ཀྱང་_82_,ཀྱི་དབྱིངས་ཀྱང་_82_,ཀྱི ་དབྱི ངས་ཀྱང་_5_
[མཐོང་_100_],མཐོང་_100_,མཐོང་_100_,མཐོང་_100_,མཐོང་_100_,མཐོང་_100_,མཐོང་_100_,མཐོང་_100_,མཐོང་_100_,མཐོང་_100_,མཐོང་_100_,མཐོང་_100_,མཐོང་_100_,མཐོང་_100_,མཐོང་_100_,མཐོང་_100_,མཐོང་_100_
[མ་_100_],མ་_100_,མ་_100_,མ་_100_,མ་_100_,མ་_100_,མ་_100_,མ་_100_,མ་_100_,མ་_100_,མ་_100_,མ་_100_,མ་_100_,མ་_100_,མ་_100_,མ་_100_,མ་_100_
[ཡིན། །​_88_],ཡིན། །​_88_,ཡིན། །​_88_,ཡིན། །​_88_,ཡིན། །​_88_,ཡིན། །​_88_,ཡིན། །​_88_,ཡིན། །​_88_,ཡིན། །​_88_,ཡྱིན། །​_5_,ཡིན། །​_88_,ཡིན། །​_88_,ཡིན། །​_88_,ཡིན། །​_88_,ཡིན། །​_88_,ཡིན། །​_88_,ཡིན། །​ _5_
[བདག་_100_],བདག་_100_,བདག་_100_,བདག་_100_,བདག་_100_,བདག་_100_,བདག་_100_,བདག་_100_,བདག་_100_,བདག་_100_,བདག་_100_,བདག་_100_,བདག་_100_,བདག་_100_,བདག་_100_,བདག་_100_,བདག་_100_
[དང་_100_],དང་_100_,དང་_100_,དང་_100_,དང་_100_,དང་_100_,དང་_100_,དང་_100_,དང་_100_,དང་_100_,དང་_100_,དང་_100_,དང་_100_,དང་_100_,དང་_100_,དང་_100_,དང་_100_
[བདག་_100_],བདག་_100_,བདག་_100_,བདག་_100_,བདག་_100_,བདག་_100_,བདག་_100_,བདག་_100_,བདག་_100_,བདག་_100_,བདག་_100_,བདག་_100_,བདག་_100_,བདག་_100_,བདག་_100_,བདག་_100_,བདག་_100_
[གི་_94_],གི་_94_,གི་_94_,གི་_94_,གི་_94_,གི་_94_,གི་_94_,གི་_94_,གི་_94_,གྱི་_5_,གི་_94_,གི་_94_,གི་_94_,གི་_94_,གི་_94_,གི་_94_,གི་_94_
[རྣམ་_100_],རྣམ་_100_,རྣམ་_100_,རྣམ་_100_,རྣམ་_100_,རྣམ་_100_,རྣམ་_100_,རྣམ་_100_,རྣམ་_100_,རྣམ་_100_,རྣམ་_100_,རྣམ་_100_,རྣམ་_100_,རྣམ་_100_,རྣམ་_100_,རྣམ་_100_,རྣམ་_100_
[རྟོག་_100_],རྟོག་_100_,རྟོག་_100_,རྟོག་_100_,རྟོག་_100_,རྟོག་_100_,རྟོག་_100_,རྟོག་_100_,རྟོག་_100_,རྟོག་_100_,རྟོག་_100_,རྟོག་_100_,རྟོག་_100_,རྟོག་_100_,རྟོག་_100_,རྟོག་_100_,རྟོག་_100_
[དང་_100_],དང་_100_,དང་_100_,དང་_100_,དང་_100_,དང་_100_,དང་_100_,དང་_100_,དང་_100_,དང་_100_,དང་_100_,དང་_100_,དང་_100_,དང་_100_,དང་_100_,དང་_100_,དང་_100_
[། །​_100_],། །​_100_,། །​_100_,། །​_100_,། །​_100_,། །​_100_,། །​_100_,། །​_100_,། །​_100_,། །​_100_,། །​_100_,། །​_100_,། །​_100_,། །​_100_,། །​_100_,། །​_100_,། །​_100_
[མིང་གི་_94_],མིང་གི་_94_,མིང་གི་_94_,མིང་གི་_94_,མིང་གི་_94_,མིང་གི་_94_,མིང་གི་_94_,མིང་གི་_94_,མིང་གི་_94_,མྱིང་གྱི་_5_,མིང་གི་_94_,མིང་གི་_94_,མིང་གི་_94_,མིང་གི་_94_,མིང་གི་_94_,མིང་གི་_94_,མིང་གི་_94_
[འདུ་_100_],འདུ་_100_,འདུ་_100_,འདུ་_100_,འདུ་_100_,འདུ་_100_,འདུ་_100_,འདུ་_100_,འདུ་_100_,འདུ་_100_,འདུ་_100_,འདུ་_100_,འདུ་_100_,འདུ་_100_,འདུ་_100_,འདུ་_100_,འདུ་_100_
[ཤེས་_100_],ཤེས་_100_,ཤེས་_100_,ཤེས་_100_,ཤེས་_100_,ཤེས་_100_,ཤེས་_100_,ཤེས་_100_,ཤེས་_100_,ཤེས་_100_,ཤེས་_100_,ཤེས་_100_,ཤེས་_100_,ཤེས་_100_,ཤེས་_100_,ཤེས་_100_,ཤེས་_100_
[རྒྱུ་_100_],རྒྱུ་_100_,རྒྱུ་_100_,རྒྱུ་_100_,རྒྱུ་_100_,རྒྱུ་_100_,རྒྱུ་_100_,རྒྱུ་_100_,རྒྱུ་_100_,རྒྱུ་_100_,རྒྱུ་_100_,རྒྱུ་_100_,རྒྱུ་_100_,རྒྱུ་_100_,རྒྱུ་_100_,རྒྱུ་_100_,རྒྱུ་_100_
[མཚན་_100_],མཚན་_100_,མཚན་_100_,མཚན་_100_,མཚན་_100_,མཚན་_100_,མཚན་_100_,མཚན་_100_,མཚན་_100_,མཚན་_100_,མཚན་_100_,མཚན་_100_,མཚན་_100_,མཚན་_100_,མཚན་_100_,མཚན་_100_,མཚན་_100_
[གྱིས། །​_88_],གྱིས། །​_88_,གྱིས། །​_88_,གྱིས། །​_88_,གྱིས། །​_88_,གྱིས། །​_88_,གྱིས། – །​ །​_5_,གྱིས། །​_88_,གྱིས། །​_88_,གྱིས། །​_88_,གྱིས། །​_88_,གྱིས། །​_88_,གྱིས། །​_88_,གྱིས། །​_88_,གྱིས། །​_88_,གྱིས། །​_88_,གྱི ས། །​ _5_
[རྣམ་_100_],རྣམ་_100_,རྣམ་_100_,རྣམ་_100_,རྣམ་_100_,རྣམ་_100_,རྣམ་_100_,རྣམ་_100_,རྣམ་_100_,རྣམ་_100_,རྣམ་_100_,རྣམ་_100_,རྣམ་_100_,རྣམ་_100_,རྣམ་_100_,རྣམ་_100_,རྣམ་_100_
[རྟོག་_100_],རྟོག་_100_,རྟོག་_100_,རྟོག་_100_,རྟོག་_100_,རྟོག་_100_,རྟོག་_100_,རྟོག་_100_,རྟོག་_100_,རྟོག་_100_,རྟོག་_100_,རྟོག་_100_,རྟོག་_100_,རྟོག་_100_,རྟོག་_100_,རྟོག་_100_,རྟོག་_100_
[བཞི་_94_],བཞི་_94_,བཞི་_94_,བཞི་_94_,བཞི་_94_,བཞི་_94_,བཞི་_94_,བཞི་_94_,བཞི་_94_,བཞྱི་_5_,བཞི་_94_,བཞི་_94_,བཞི་_94_,བཞི་_94_,བཞི་_94_,བཞི་_94_,བཞི་_94_
[པོ་_100_],པོ་_100_,པོ་_100_,པོ་_100_,པོ་_100_,པོ་_100_,པོ་_100_,པོ་_100_,པོ་_100_,པོ་_100_,པོ་_100_,པོ་_100_,པོ་_100_,པོ་_100_,པོ་_100_,པོ་_100_,པོ་_100_
[འབྱུང་_100_],འབྱུང་_100_,འབྱུང་_100_,འབྱུང་_100_,འབྱུང་_100_,འབྱུང་_100_,འབྱུང་_100_,འབྱུང་_100_,འབྱུང་_100_,འབྱུང་_100_,འབྱུང་_100_,འབྱུང་_100_,འབྱུང་_100_,འབྱུང་_100_,འབྱུང་_100_,འབྱུང་_100_,འབྱུང་_100_
[བ་_100_],བ་_100_,བ་_100_,བ་_100_,བ་_100_,བ་_100_,བ་_100_,བ་_100_,བ་_100_,བ་_100_,བ་_100_,བ་_100_,བ་_100_,བ་_100_,བ་_100_,བ་_100_,བ་_100_
